review_id,type,typeName,content,grade,createDate,likeCount,goodsNo,goodsName,brandName,brandEnglishName,brand,brandBestYn,goodsCreateDate,goodsOption,option_color,option_size,userNickName,reviewSex,userHeight,userWeight,userLevel,commentCount,commentReplyCount,isFirstReview,orderOptionNo,channelSource,review_image_urls,product_image_url,사이즈,화면 대비 색감,퀄리티,신축성
83711486,style,스타일,"그냥 무난함.
핏은 와이드긴 한데 생각보다 엄청 넓진 않음.

입으면 편하긴 편함.
근데 몇 번 입으면 무릎 살짝 나옴 (이건 어쩔 수 없음).

원단은 가격 생각하면 괜찮은 편이고
딱 동네 나갈 때 / 운동 갈 때 / 집 앞용 느낌.

코디는 아무거나 입어도 무난하게 맞음.
대신 간지템 느낌은 없음 그냥 기본템.",5,2026-04-15T22:02:32.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,L,,,검단유비,여성,164,62,3,0,0,1,415740886,musinsa,https:/data/estimate/2820939_0/f6c52ea345f54f048b76e3820ef4fb70.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83711464,general,일반,"그냥 무난함.
핏은 와이드긴 한데 생각보다 엄청 넓진 않음.

입으면 편하긴 편함.
근데 몇 번 입으면 무릎 살짝 나옴 (이건 어쩔 수 없음).

원단은 가격 생각하면 괜찮은 편이고
딱 동네 나갈 때 / 운동 갈 때 / 집 앞용 느낌.

코디는 아무거나 입어도 무난하게 맞음.
대신 간지템 느낌은 없음 그냥 기본템.",5,2026-04-15T22:02:11.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,L,,,검단유비,여성,164,62,3,0,0,1,415740886,musinsa,https:/data/estimate/2820939_0/f96590c6312547c2ae5f816a122caa26.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83711418,style,스타일,"그냥 무난함.
핏은 와이드긴 한데 생각보다 엄청 넓진 않음.

입으면 편하긴 편함.
근데 몇 번 입으면 무릎 살짝 나옴 (이건 어쩔 수 없음).

원단은 가격 생각하면 괜찮은 편이고
딱 동네 나갈 때 / 운동 갈 때 / 집 앞용 느낌.

코디는 아무거나 입어도 무난하게 맞음.
대신 간지템 느낌은 없음 그냥 기본템.",5,2026-04-15T22:01:02.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,M,,,검단유비,여성,164,62,3,0,0,1,415740885,musinsa,https:/data/estimate/2820939_0/3587ae23fe014574a699c42f1fdbe2e8.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83698352,general,일반,"세일 중일 때,
여러벌 쟁였읍니다
너무 추천해요
편하면서 핀턱 덕분에 추레하지 않고 기깔납니더.",4,2026-04-15T13:55:37.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,L,,,따뜻한대구코디템,여성,166,65,3,0,0,1,414129592,musinsa,https:/data/estimate/2820939_0/62d751a764b74d599b28264cb8fef36a.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,조금 큼,화면과 비슷,좋음,적당함
83670362,style,스타일,작년에 회색사서 입다가 이번에 검정구매했는데 길게 나와서5-6cm정도 잘랐습니다. ㅠㅠ 기존이랑 같을꺼라생각하고 사이즈표 보지도 않았던게 함정이네요. 잘라서 잘입고 있습니다,4,2026-04-14T14:30:04.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,S,,,역동적인서촌슬림,여성,160,47,3,0,0,1,413126195,musinsa,https:/data/estimate/2820939_0/d5549eaa69d648a296fec383b347b456.jpg | https:/data/estimate/2820939_0/21b35257a29a4e0ebdb6498cc105aae5.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83669709,style,스타일,마감이 좋고 재질이 좋은 느낌이에요! 그냥 벌룬팬츠는 너무 어벙벙한데 얘는 딱 적당한 와이드라 마음에 들어요. 회색 사고 검은색 또 샀습니다!!,5,2026-04-14T14:04:03.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,XS,,,화사한성수숄더백,여성,164,46,3,0,0,1,415281875,musinsa,https:/data/estimate/2820939_0/76c167ac0d194f79bd4dbab35dad556b.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,조금 큼,화면과 비슷,매우 좋음,적당함
83629520,style,스타일,"이바지 진짜 좋아요!!!
핏도 예쁘고 탄탄해서 후줄근해 보이지 않아요.
M사이즈는 여유롭게 입기좋고 스몰은 좀더 정핏인데 예쁩니다
전 두사이즈 다 있어용",5,2026-04-12T18:58:02.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,S,,,눈치빠른대전잠옷,여성,167,55,4,0,0,1,414798105,musinsa,https:/data/estimate/2820939_0/f9fe52d8b90442a489c6de73a1df2db9.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83629283,style,스타일,디자인이 이쁘고 투턱와이드라 편하고  핏도 이뻐요,5,2026-04-12T18:47:17.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,M,,,냉담한광저우보그,여성,162,62,4,0,0,1,415090691,musinsa,https:/data/estimate/2820939_0/0c8bece6f774427f9f281ee370588a8f.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83629258,general,일반,배송이 빠르고 투턱이라 디자인도 이쁘고 입었을때 편해요,5,2026-04-12T18:46:18.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,M,,,냉담한광저우보그,여성,162,62,4,0,0,1,415090691,musinsa,https:/data/estimate/2820939_0/e71bcff384814fa09bc499d74b091f85.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83629256,style,스타일,살짝 두께있어서 구김적고 핏도 맘에 듭니다 여름 제외하고 입기 좋을듯요,5,2026-04-12T18:46:11.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,L,,,미미의2층집,여성,172,65,5,0,0,1,415127620,musinsa,https:/data/estimate/2820939_0/849debd4b1ff4b4db4b246351f32266c.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83628997,general,일반,오 핏 이뻐요 길이도 낙낙하게 길어서 맘에 듭니다 살짝 두꺼워서 여름 빼고 다 착장 가능할것 같아요,5,2026-04-12T18:33:09.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,L,,,미미의2층집,여성,172,65,5,0,0,1,415127620,musinsa,https:/data/estimate/2820939_0/454890bf413d400ca671d0a58a7806e2.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83620895,general,일반,"할인기간때 가성비 있게 사서 좋고, 한치수 크게 사니 잘맞네요",5,2026-04-12T11:33:33.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,S,,,레안나,여성,155,55,6,0,0,1,415146330,musinsa,https:/data/estimate/2820939_0/21ff00f7ffc74bbbb4faa9019c5e04f4.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,많이 큼,밝음,좋음,강함
83609604,style,스타일,"오트밀 색상 구입했다가 너무 잘입어서 블랙색상도 주문했어요 부들부들하고 통이커서 엉덩이랑 골반도 예뻐보여요 
165cm인데 기장은 좀 길엇어요 건조기 돌리니까 3cm정도준거같은데 예쁘게 딱맞네요 ㅎㅎ",5,2026-04-11T19:57:48.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,S,,,낮은글로시스웨트,여성,165,57,3,0,0,1,413782128,musinsa,https:/data/estimate/2820939_0/87ea578acc1e4a7ea72b01f69c51e620.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,매우 좋음,강함
83591044,general,일반,"재질도 괜찮고 바지도 편해요 허리가 좀 쫄리긴합니다… 
그래도 너무 불편한 정도는 아니어서 ㄱㅊ아여 
키가 작아서 너무 와이드한건 다리 짧아보이는데 이건 적당해서 좋아용 두께가 생각보다 얇아서 날 좀 더울때 입어도 괜찮을것같아요! 올려입어야 길이가 딱 좋은데 너무 올려입으면 Y존이 좀 부담스러워져서 그냥 길이 줄이고 내려입으려구요ㅎㅎ;;",5,2026-04-10T22:10:14.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,XS,,,lmsjh,여성,153,53,4,0,0,1,414383443,musinsa,https:/data/estimate/2820939_0/5e1edf178c9b4fc6a0f021a8d8dc9726.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,조금 큼,화면과 비슷,보통,적당함
83572026,general,일반,오프라인 매장에서 입어보고 바로 온라인으로 구매했어요. 와이드라 통은 넉넉하고 허리는 좀 작은데 편해요!길이는 좀 길어요,5,2026-04-10T00:47:53.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,XS,,,a라니라니,여성,158,50,3,0,0,1,414372598,musinsa,https:/data/estimate/2820939_0/90ef25c875d04a1abbbe6a58ac50f0cd.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,조금 큼,화면과 비슷,보통,적당함
83564276,general,일반,믿고사는 무탠다드 모르는 사람 없게 해 주세요!! 스몰 사서 잘입고 좀 작은듯해서 미듐 샀더니 넘좋네용,5,2026-04-09T19:45:58.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,M,,,춘배야회장,여성,167,57,5,0,0,1,414726688,musinsa,https:/data/estimate/2820939_0/cc548abe655945e5b8a058e8a7121aeb.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,매우 좋음,적당함
83496171,style,스타일,"와이드 팬츠 고를 때 고민이 많은데, 이 바지는 A라인으로 툭 떨어지는 실루엣이라 군살을 완벽하게 커버해 줘요. 하이웨스트 스타일로 입으면 다리가 훨씬 더 길어 보입니다.",5,2026-04-08T23:10:59.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,S,,,강남겨울쿨톤,여성,165,55,1,0,0,1,0,87,https:/data/estimate/2820939_0/f6fbba42762c49108d458134c6c25800.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,매우 좋음,매우 강함
83541173,general,일반,같은 제품 그레이색을 샀었는데 괜찮아서 블랙도 추가구매했어요. 두께도 적당하고 핏도 좋아요,5,2026-04-08T20:59:11.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,M,,,노력하는한강쇼핑,여성,163,60,4,0,0,1,408625602,musinsa,https:/data/estimate/2820939_0/705d3b6640d744faa7393af7e2d74ede.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83511887,general,일반,신축성도 있고 좋네요 받자마자 주말에 입고 다녔는데 완전히 편해요. 키가 165에 길이감도 딱 좋아요,5,2026-04-07T19:39:58.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,L,,,zio33,여성,165,64,6,0,0,1,413718792,musinsa,https:/data/estimate/2820939_0/e5f176224897481aae3a960d01438891.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83507747,general,일반,"핏도 이쁘고 다리가 길어보입니다.적당한 오버사이즈여서 깔끔합니다. 원단이 좋아 무릎이 안나와서 좋아요 ^^
세탁기 돌려도 변형없고 아들이 번갈아 입는다고 하나더 사달라고하네요~ 잘 있겠습니다 ~.",5,2026-04-07T17:06:27.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,S,,,온건한시카고힙합,남성,157,52,2,0,0,1,413473311,musinsa,https:/data/estimate/2820939_0/62785d58d34249309f14402c8de1ee81.jpg | https:/data/estimate/2820939_0/1fc5f63b91414c13bf50dccf434005e2.jpg | https:/data/estimate/2820939_0/a6e6adab867c4737adb097d571839273.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83505394,style,스타일,편하게 입을 바지가 필요해서 샀어요. M살까하다가 앞부분이 민망해서 L샀더니 많이 크긴합니다. 세탁했더니 조금 줄긴했는데 한단 정도 줄여입으려고요. 쨍한 검정은 아니고 약간 물빠진 검정이에요.,4,2026-04-07T15:20:01.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,L,,,감동받은청색망토,여성,169,60,3,0,0,1,413849316,musinsa,https:/data/estimate/2820939_0/dae04a1f1538441c9d2c87071d72a308.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,조금 큼,밝음,보통,거의 없음
83494932,style,스타일,"소재가 봄 , 가을 정도에 입기 좋기 좋은소재이고 구김가지않는 원단이라서 무릎이 안나와서 좋아요~^^
핏이 예뻐서 다리도 길어보입니다.
기장은 좀 길어서 수선했어요.
똑같은거 또 구매해서 번갈아 입으려고 해요~",5,2026-04-07T08:20:32.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,S,,,온건한시카고힙합,남성,157,52,2,0,0,1,413473311,musinsa,https:/data/estimate/2820939_0/1caa3b7a98a449859347597f388c6fc2.jpg | https:/data/estimate/2820939_0/6ca2074878eb419dad6417d5a7690414.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83496243,general,일반,핏이 정말 예술이에요. 허리는 딱 잡아주고 아래로 일자로 툭 떨어져서 다리가 정말 길어 보입니다. 군살 커버도 완벽해서 하체 통통족분들에게 완전 추천해요. 진청이라 슬림해 보이는 효과도 있는 것 같아요.,5,2026-04-06T23:54:51.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,S,,,강남겨울쿨톤,여성,165,55,1,0,0,1,0,87,https:/data/estimate/2820939_0/c02727239e4c40c09b806b6a43c1f0ad.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,매우 좋음,강함
83420546,general,일반,적당한 와이드핏에 탄탄한 소재라 여러번 빨아도 상태가 괜찮아요.,5,2026-04-03T17:12:58.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,XS,,,하늘구름별달,,157,43,3,0,0,1,406458619,musinsa,https:/data/estimate/2820939_0/eadeffae64d74d8995ca473910525e11.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,조금 큼,화면과 비슷,매우 좋음,거의 없음
83419141,general,일반,너무너무 예뻐요. 제거 사고 마음에 들어서 어머니꺼 하나 사드렸어요. 핏이랑 길이감 모두 너무 좋아요,5,2026-04-03T16:12:07.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,M,,,핑크몰랑솜사탕,여성,160,54,3,0,0,1,413286174,musinsa,https:/data/estimate/2820939_0/3743f059af0c49faa332fd11af9f1164.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,보통,적당함
83395374,general,일반,회색 사고 블랙도 샀어요. 너무너무 편하고 다리 길어보이고 핏이 너무너무 예뻐요.,5,2026-04-02T17:21:52.000+09:00,0,2820939,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [블랙],무신사 스탠다드 우먼,MUSINSA STANDARD WOMAN,musinsastandardwoman,Y,2022-09-27T10:32:09.000+09:00,S,,,핑크몰랑솜사탕,여성,160,54,3,0,0,1,413286175,musinsa,https:/data/estimate/2820939_0/a58e555418aa41258cfdb5e5f7a4538b.jpg,https:/images/goods_img/20220927/2820939/2820939_17625014945098_100.jpg,정사이즈,화면과 비슷,매우 좋음,적당함
